,ticker,date,close
2371821,CALL,2018-03-06,8.3
2371822,CALL,2018-03-07,8.35
2371823,CALL,2018-03-08,8.3
2371824,CALL,2018-03-09,8.35
2371825,CALL,2018-03-12,8.35
2371826,CALL,2018-03-13,8.4
2371827,CALL,2018-03-14,8.375
2371828,CALL,2018-03-15,8.4
2371829,CALL,2018-03-16,8.4
2371830,CALL,2018-03-19,8.4
2371831,CALL,2018-03-20,8.45
2371832,CALL,2018-03-21,8.4
2371833,CALL,2018-03-22,8.45
2371834,CALL,2018-03-23,8.425
2371835,CALL,2018-03-26,8.4
2371836,CALL,2018-03-27,8.45
2377175,CALM,2018-03-02,43.5
2377176,CALM,2018-03-05,43.65
2377177,CALM,2018-03-06,44.35
2377178,CALM,2018-03-07,44.35
2377179,CALM,2018-03-08,43.75
2377180,CALM,2018-03-09,44.1
2377181,CALM,2018-03-12,44.35
2377182,CALM,2018-03-13,44.45
2377183,CALM,2018-03-14,44.65
2377184,CALM,2018-03-15,44.1
2377185,CALM,2018-03-16,45.2
2377186,CALM,2018-03-19,45.35
2377187,CALM,2018-03-20,45.15
2377188,CALM,2018-03-21,45.0
2377189,CALM,2018-03-22,44.45
2377190,CALM,2018-03-23,44.95
2377191,CALM,2018-03-26,46.55
2377192,CALM,2018-03-27,45.85
2379191,CALX,2018-03-02,6.75
2379192,CALX,2018-03-05,6.75
2379193,CALX,2018-03-06,6.8
2379194,CALX,2018-03-07,6.8
2379195,CALX,2018-03-08,6.85
2379196,CALX,2018-03-09,6.9
2379197,CALX,2018-03-12,6.9
2379198,CALX,2018-03-13,6.9
2379199,CALX,2018-03-14,7.25
2379200,CALX,2018-03-15,7.15
2379201,CALX,2018-03-16,7.2
2379202,CALX,2018-03-19,6.85
2379203,CALX,2018-03-20,6.8
2379204,CALX,2018-03-21,6.8
2379205,CALX,2018-03-22,6.85
2379206,CALX,2018-03-23,6.7
2379207,CALX,2018-03-26,6.8
2379208,CALX,2018-03-27,6.75
2392871,CAMP,2018-03-02,24.03
2392872,CAMP,2018-03-05,24.23
2392873,CAMP,2018-03-06,24.53
2392874,CAMP,2018-03-07,24.76
2392875,CAMP,2018-03-08,23.17
2392876,CAMP,2018-03-09,23.76
2392877,CAMP,2018-03-12,23.78
2392878,CAMP,2018-03-13,23.75
2392879,CAMP,2018-03-14,23.96
2392880,CAMP,2018-03-15,24.11
2392881,CAMP,2018-03-16,24.06
2392882,CAMP,2018-03-19,23.63
2392883,CAMP,2018-03-20,23.77
2392884,CAMP,2018-03-21,23.76
2392885,CAMP,2018-03-22,23.31
2392886,CAMP,2018-03-23,22.67
2392887,CAMP,2018-03-26,23.11
2392888,CAMP,2018-03-27,22.78
2402054,CAR,2018-03-02,45.54
2402055,CAR,2018-03-05,45.79
2402056,CAR,2018-03-06,46.82
2402057,CAR,2018-03-07,46.22
2402058,CAR,2018-03-08,46.1
2402059,CAR,2018-03-09,47.67
2402060,CAR,2018-03-12,48.29
2402061,CAR,2018-03-13,48.37
2402062,CAR,2018-03-14,48.49
2402063,CAR,2018-03-15,48.72
2402064,CAR,2018-03-16,48.93
2402065,CAR,2018-03-19,49.27
2402066,CAR,2018-03-20,50.35
2402067,CAR,2018-03-21,49.4
2402068,CAR,2018-03-22,48.06
2402069,CAR,2018-03-23,46.0
2402070,CAR,2018-03-26,47.37
2402071,CAR,2018-03-27,46.94
2403099,CARA,2018-03-02,14.38
2403100,CARA,2018-03-05,14.32
2403101,CARA,2018-03-06,14.18
2403102,CARA,2018-03-07,14.36
2403103,CARA,2018-03-08,14.32
2403104,CARA,2018-03-09,14.39
2403105,CARA,2018-03-12,14.46
2403106,CARA,2018-03-13,14.29
2403107,CARA,2018-03-14,13.84
2403108,CARA,2018-03-15,13.305
2403109,CARA,2018-03-16,12.56
2403110,CARA,2018-03-19,12.04
2403111,CARA,2018-03-20,11.77
2403112,CARA,2018-03-21,12.32
2403113,CARA,2018-03-22,12.44
2403114,CARA,2018-03-23,12.09
2403115,CARA,2018-03-26,12.85
2403116,CARA,2018-03-27,12.26
2404765,CARB,2018-03-02,28.45
2404766,CARB,2018-03-05,28.25
2404767,CARB,2018-03-06,28.6
2404768,CARB,2018-03-07,29.3
2404769,CARB,2018-03-08,29.05
2404770,CARB,2018-03-09,29.25
2404771,CARB,2018-03-12,29.2
2404772,CARB,2018-03-13,29.75
2404773,CARB,2018-03-14,30.15
2404774,CARB,2018-03-15,30.4
2404775,CARB,2018-03-16,33.4
2404776,CARB,2018-03-19,29.65
2404777,CARB,2018-03-20,29.4
2404778,CARB,2018-03-21,29.45
2404779,CARB,2018-03-22,28.35
2404780,CARB,2018-03-23,27.75
2404781,CARB,2018-03-26,29.35
2404782,CARB,2018-03-27,28.6
2420203,CASH,2018-03-02,110.25
2420204,CASH,2018-03-05,112.1
2420205,CASH,2018-03-06,110.7
2420206,CASH,2018-03-07,112.4
2420207,CASH,2018-03-08,112.3
2420208,CASH,2018-03-09,113.0
2420209,CASH,2018-03-12,116.2
2420210,CASH,2018-03-13,115.5
2420211,CASH,2018-03-14,113.75
2420212,CASH,2018-03-15,115.7
2420213,CASH,2018-03-16,116.1
2420214,CASH,2018-03-19,114.85
2420215,CASH,2018-03-20,114.05
2420216,CASH,2018-03-21,113.6
2420217,CASH,2018-03-22,110.6
2420218,CASH,2018-03-23,107.05
2420219,CASH,2018-03-26,108.25
2420220,CASH,2018-03-27,108.0
2425800,CASS,2018-03-02,60.44
2425801,CASS,2018-03-05,60.84
2425802,CASS,2018-03-06,62.16
2425803,CASS,2018-03-07,62.29
2425804,CASS,2018-03-08,62.1
2425805,CASS,2018-03-09,62.11
2425806,CASS,2018-03-12,61.92
2425807,CASS,2018-03-13,61.88
2425808,CASS,2018-03-14,61.51
2425809,CASS,2018-03-15,61.52
2425810,CASS,2018-03-16,61.79
2425811,CASS,2018-03-19,61.72
2425812,CASS,2018-03-20,61.33
2425813,CASS,2018-03-21,61.35
2425814,CASS,2018-03-22,60.4
2425815,CASS,2018-03-23,58.21
2425816,CASS,2018-03-26,58.85
2425817,CASS,2018-03-27,58.21
2434481,CASY,2018-03-02,111.9
2434482,CASY,2018-03-05,111.55
2434483,CASY,2018-03-06,111.16
2434484,CASY,2018-03-07,112.58
2434485,CASY,2018-03-08,109.08
2434486,CASY,2018-03-09,110.8
2434487,CASY,2018-03-12,111.81
2434488,CASY,2018-03-13,111.39
2434489,CASY,2018-03-14,111.57
2434490,CASY,2018-03-15,110.7
2434491,CASY,2018-03-16,111.14
2434492,CASY,2018-03-19,112.59
2434493,CASY,2018-03-20,110.45
2434494,CASY,2018-03-21,111.08
2434495,CASY,2018-03-22,109.51
2434496,CASY,2018-03-23,107.27
2434497,CASY,2018-03-26,107.9
2434498,CASY,2018-03-27,107.18
2448636,CAT,2018-03-02,146.38
2448637,CAT,2018-03-05,151.12
2448638,CAT,2018-03-06,153.75
2448639,CAT,2018-03-07,151.51
2448640,CAT,2018-03-08,153.59
2448641,CAT,2018-03-09,158.25
2448642,CAT,2018-03-12,154.5
2448643,CAT,2018-03-13,153.69
2448644,CAT,2018-03-14,152.54
2448645,CAT,2018-03-15,154.57
2448646,CAT,2018-03-16,156.46
2448647,CAT,2018-03-19,152.15
2448648,CAT,2018-03-20,154.06
2448649,CAT,2018-03-21,155.8
2448650,CAT,2018-03-22,146.9
2448651,CAT,2018-03-23,144.29
2448652,CAT,2018-03-26,149.19
2448653,CAT,2018-03-27,146.99
2451224,CATM,2018-03-02,24.04
2451225,CATM,2018-03-05,24.03
2451226,CATM,2018-03-06,26.77
2451227,CATM,2018-03-07,26.48
2451228,CATM,2018-03-08,25.83
2451229,CATM,2018-03-09,26.8
2451230,CATM,2018-03-12,26.5
2451231,CATM,2018-03-13,26.38
2451232,CATM,2018-03-14,26.96
2451233,CATM,2018-03-15,26.92
2451234,CATM,2018-03-16,27.42
2451235,CATM,2018-03-19,26.25
2451236,CATM,2018-03-20,26.38
2451237,CATM,2018-03-21,26.51
2451238,CATM,2018-03-22,26.05
2451239,CATM,2018-03-23,25.01
2451240,CATM,2018-03-26,24.96
2451241,CATM,2018-03-27,23.71
2459019,CATO,2018-03-02,11.82
2459020,CATO,2018-03-05,11.83
2459021,CATO,2018-03-06,12.82
2459022,CATO,2018-03-07,12.52
2459023,CATO,2018-03-08,12.14
2459024,CATO,2018-03-09,12.06
2459025,CATO,2018-03-12,12.06
2459026,CATO,2018-03-13,12.43
2459027,CATO,2018-03-14,12.59
2459028,CATO,2018-03-15,12.98
2459029,CATO,2018-03-16,13.27
2459030,CATO,2018-03-19,13.54
2459031,CATO,2018-03-20,13.42
2459032,CATO,2018-03-21,13.23
2459033,CATO,2018-03-22,13.6
2459034,CATO,2018-03-23,14.09
2459035,CATO,2018-03-26,14.9
2459036,CATO,2018-03-27,14.69
2465890,CATY,2018-03-02,41.95
2465891,CATY,2018-03-05,42.36
2465892,CATY,2018-03-06,43.26
2465893,CATY,2018-03-07,43.21
2465894,CATY,2018-03-08,42.85
2465895,CATY,2018-03-09,43.8
2465896,CATY,2018-03-12,43.51
2465897,CATY,2018-03-13,43.21
2465898,CATY,2018-03-14,42.56
2465899,CATY,2018-03-15,42.83
2465900,CATY,2018-03-16,42.8
2465901,CATY,2018-03-19,42.58
2465902,CATY,2018-03-20,42.25
2465903,CATY,2018-03-21,42.35
2465904,CATY,2018-03-22,40.99
2465905,CATY,2018-03-23,39.06
2465906,CATY,2018-03-26,40.26
2465907,CATY,2018-03-27,39.51
2468635,CAVM,2018-03-02,89.05
2468636,CAVM,2018-03-05,89.35
2468637,CAVM,2018-03-06,89.53
2468638,CAVM,2018-03-07,89.58
2468639,CAVM,2018-03-08,90.81
2468640,CAVM,2018-03-09,90.99
2468641,CAVM,2018-03-12,90.95
2468642,CAVM,2018-03-13,86.95
2468643,CAVM,2018-03-14,87.19
2468644,CAVM,2018-03-15,86.75
2468645,CAVM,2018-03-16,86.95
2468646,CAVM,2018-03-19,85.3
2468647,CAVM,2018-03-20,86.67
2468648,CAVM,2018-03-21,86.04
2468649,CAVM,2018-03-22,84.2
2468650,CAVM,2018-03-23,82.73
2468651,CAVM,2018-03-26,84.14
2468652,CAVM,2018-03-27,82.15
2477092,CB,2018-03-02,139.86
2477093,CB,2018-03-05,141.56
2477094,CB,2018-03-06,141.93
2477095,CB,2018-03-07,140.64
2477096,CB,2018-03-08,141.91
2477097,CB,2018-03-09,144.0
2477098,CB,2018-03-12,143.09
2477099,CB,2018-03-13,141.94
2477100,CB,2018-03-14,140.76
2477101,CB,2018-03-15,141.06
2477102,CB,2018-03-16,140.98
2477103,CB,2018-03-19,140.3
2477104,CB,2018-03-20,141.32
2477105,CB,2018-03-21,140.26
2477106,CB,2018-03-22,137.64
2477107,CB,2018-03-23,134.57
2477108,CB,2018-03-26,137.02
2477109,CB,2018-03-27,136.7
2484867,CBB,2018-03-02,15.5
2484868,CBB,2018-03-05,15.7
2484869,CBB,2018-03-06,15.65
2484870,CBB,2018-03-07,15.6
2484871,CBB,2018-03-08,15.7
2484872,CBB,2018-03-09,15.3
2484873,CBB,2018-03-12,15.2
2484874,CBB,2018-03-13,14.95
2484875,CBB,2018-03-14,14.95
2484876,CBB,2018-03-15,14.75
2484877,CBB,2018-03-16,15.55
2484878,CBB,2018-03-19,14.3
2484879,CBB,2018-03-20,13.95
2484880,CBB,2018-03-21,13.9
2484881,CBB,2018-03-22,13.5
2484882,CBB,2018-03-23,13.35
2484883,CBB,2018-03-26,13.7
2484884,CBB,2018-03-27,13.75
2491829,CBG,2018-03-02,46.1
2491830,CBG,2018-03-05,46.75
2491831,CBG,2018-03-06,46.96
2491832,CBG,2018-03-07,46.88
2491833,CBG,2018-03-08,46.98
2491834,CBG,2018-03-09,47.59
2491835,CBG,2018-03-12,47.67
2491836,CBG,2018-03-13,47.62
2491837,CBG,2018-03-14,47.25
2491838,CBG,2018-03-15,47.4
2491839,CBG,2018-03-16,47.42
2491840,CBG,2018-03-19,47.31
2497107,CBI,2018-03-02,17.66
2497108,CBI,2018-03-05,18.09
2497109,CBI,2018-03-06,18.36
2497110,CBI,2018-03-07,18.12
2497111,CBI,2018-03-08,18.01
2497112,CBI,2018-03-09,18.61
2497113,CBI,2018-03-12,18.55
2497114,CBI,2018-03-13,18.23
2497115,CBI,2018-03-14,18.54
2497116,CBI,2018-03-15,18.13
2497117,CBI,2018-03-16,17.55
2497118,CBI,2018-03-19,17.09
2497119,CBI,2018-03-20,16.78
2497120,CBI,2018-03-21,17.55
2497121,CBI,2018-03-22,16.71
2497122,CBI,2018-03-23,16.17
2497123,CBI,2018-03-26,16.38
2497124,CBI,2018-03-27,15.13
2503653,CBK,2018-03-02,1.11
2503654,CBK,2018-03-05,1.1
2503655,CBK,2018-03-06,1.12
2503656,CBK,2018-03-07,1.1
2503657,CBK,2018-03-08,1.06
2503658,CBK,2018-03-09,1.06
2503659,CBK,2018-03-12,1.03
2503660,CBK,2018-03-13,1.01
2503661,CBK,2018-03-14,1.0
2503662,CBK,2018-03-15,1.0
2503663,CBK,2018-03-16,1.0
2503664,CBK,2018-03-19,1.0
2503665,CBK,2018-03-20,1.03
2503666,CBK,2018-03-21,1.02
2503667,CBK,2018-03-22,1.04
2503668,CBK,2018-03-23,1.01
2503669,CBK,2018-03-26,1.02
2503670,CBK,2018-03-27,1.01
2509799,CBL,2018-03-02,4.81
2509800,CBL,2018-03-05,4.91
2509801,CBL,2018-03-06,4.8
2509802,CBL,2018-03-07,4.77
2509803,CBL,2018-03-08,4.74
2509804,CBL,2018-03-09,4.63
2509805,CBL,2018-03-12,4.68
2509806,CBL,2018-03-13,4.72
2509807,CBL,2018-03-14,4.37
2509808,CBL,2018-03-15,4.26
2509809,CBL,2018-03-16,4.4
2509810,CBL,2018-03-19,4.36
2509811,CBL,2018-03-20,4.14
2509812,CBL,2018-03-21,4.2
2509813,CBL,2018-03-22,4.33
2509814,CBL,2018-03-23,4.33
2509815,CBL,2018-03-26,4.49
2509816,CBL,2018-03-27,4.52
2517488,CBM,2018-03-02,52.35
2517489,CBM,2018-03-05,51.45
2517490,CBM,2018-03-06,53.25
2517491,CBM,2018-03-07,53.8
2517492,CBM,2018-03-08,54.4
2517493,CBM,2018-03-09,55.1
2517494,CBM,2018-03-12,55.9
2517495,CBM,2018-03-13,56.15
2517496,CBM,2018-03-14,55.15
2517497,CBM,2018-03-15,55.1
2517498,CBM,2018-03-16,55.95
2517499,CBM,2018-03-19,54.5
2517500,CBM,2018-03-20,54.15
2517501,CBM,2018-03-21,54.0
2517502,CBM,2018-03-22,53.4
2517503,CBM,2018-03-23,51.5
2517504,CBM,2018-03-26,52.6
2517505,CBM,2018-03-27,52.05
2519447,CBOE,2018-03-02,115.0
2519448,CBOE,2018-03-05,115.35
2519449,CBOE,2018-03-06,118.17
2519450,CBOE,2018-03-07,118.79
2519451,CBOE,2018-03-08,119.89
2519452,CBOE,2018-03-09,124.54
2519453,CBOE,2018-03-12,123.82
2519454,CBOE,2018-03-13,119.92
2519455,CBOE,2018-03-14,119.29
2519456,CBOE,2018-03-15,118.61
2519457,CBOE,2018-03-16,119.22
2519458,CBOE,2018-03-19,118.53
2519459,CBOE,2018-03-20,119.9
2519460,CBOE,2018-03-21,117.33
2519461,CBOE,2018-03-22,112.62
2519462,CBOE,2018-03-23,111.71
2519463,CBOE,2018-03-26,114.59
2519464,CBOE,2018-03-27,112.06
2520489,CBPX,2018-03-02,27.05
2520490,CBPX,2018-03-05,27.15
2520491,CBPX,2018-03-06,27.6
2520492,CBPX,2018-03-07,27.7
2520493,CBPX,2018-03-08,27.5
2520494,CBPX,2018-03-09,27.8
2520495,CBPX,2018-03-12,28.15
2520496,CBPX,2018-03-13,28.05
2520497,CBPX,2018-03-14,27.45
2520498,CBPX,2018-03-15,27.45
2520499,CBPX,2018-03-16,27.7
2520500,CBPX,2018-03-19,27.3
2520501,CBPX,2018-03-20,27.0
2520502,CBPX,2018-03-21,27.5
2520503,CBPX,2018-03-22,26.85
2520504,CBPX,2018-03-23,26.85
2520505,CBPX,2018-03-26,28.25
2520506,CBPX,2018-03-27,27.85
2526315,CBRE,2018-03-22,46.48
2526316,CBRE,2018-03-23,45.22
2526317,CBRE,2018-03-26,46.75
2526318,CBRE,2018-03-27,46.68
2534758,CBRL,2018-03-02,158.38
2534759,CBRL,2018-03-05,159.89
2534760,CBRL,2018-03-06,159.87
2534761,CBRL,2018-03-07,160.74
2534762,CBRL,2018-03-08,160.65
2534763,CBRL,2018-03-09,162.36
2534764,CBRL,2018-03-12,162.6
2534765,CBRL,2018-03-13,164.09
2534766,CBRL,2018-03-14,160.83
2534767,CBRL,2018-03-15,159.82
2534768,CBRL,2018-03-16,159.45
2534769,CBRL,2018-03-19,159.97
2534770,CBRL,2018-03-20,161.06
2534771,CBRL,2018-03-21,160.89
2534772,CBRL,2018-03-22,158.1
2534773,CBRL,2018-03-23,153.54
2534774,CBRL,2018-03-26,155.54
2534775,CBRL,2018-03-27,155.73
2537855,CBS,2018-03-02,53.32
2537856,CBS,2018-03-05,53.41
2537857,CBS,2018-03-06,53.23
2537858,CBS,2018-03-07,52.11
2537859,CBS,2018-03-08,52.66
2537860,CBS,2018-03-09,52.18
2537861,CBS,2018-03-12,52.29
2537862,CBS,2018-03-13,51.9
2537863,CBS,2018-03-14,51.27
2537864,CBS,2018-03-15,51.04
2537865,CBS,2018-03-16,50.95
2537866,CBS,2018-03-19,50.81
2537867,CBS,2018-03-20,50.26
2537868,CBS,2018-03-21,50.87
2537869,CBS,2018-03-22,50.26
2537870,CBS,2018-03-23,49.27
2537871,CBS,2018-03-26,51.69
2537872,CBS,2018-03-27,52.35
2546313,CBSH,2018-03-02,58.73
2546314,CBSH,2018-03-05,59.41
2546315,CBSH,2018-03-06,60.27
2546316,CBSH,2018-03-07,60.6
2546317,CBSH,2018-03-08,59.84
2546318,CBSH,2018-03-09,60.99
2546319,CBSH,2018-03-12,61.26
2546320,CBSH,2018-03-13,61.11
2546321,CBSH,2018-03-14,60.59
2546322,CBSH,2018-03-15,61.14
2546323,CBSH,2018-03-16,61.49
2546324,CBSH,2018-03-19,61.16
2546325,CBSH,2018-03-20,61.15
2546326,CBSH,2018-03-21,61.34
2546327,CBSH,2018-03-22,60.19
2546328,CBSH,2018-03-23,58.19
2546329,CBSH,2018-03-26,59.79
2546330,CBSH,2018-03-27,58.72
2560331,CBT,2018-03-02,60.12
2560332,CBT,2018-03-05,60.43
2560333,CBT,2018-03-06,60.78
2560334,CBT,2018-03-07,60.74
2560335,CBT,2018-03-08,60.5
2560336,CBT,2018-03-09,62.03
2560337,CBT,2018-03-12,62.15
2560338,CBT,2018-03-13,61.85
2560339,CBT,2018-03-14,61.12
2560340,CBT,2018-03-15,60.31
2560341,CBT,2018-03-16,59.75
2560342,CBT,2018-03-19,59.17
2560343,CBT,2018-03-20,58.48
2560344,CBT,2018-03-21,58.94
2560345,CBT,2018-03-22,57.0
2560346,CBT,2018-03-23,55.6
2560347,CBT,2018-03-26,56.53
2560348,CBT,2018-03-27,54.93
2568479,CBU,2018-03-02,54.32
2568480,CBU,2018-03-05,55.19
2568481,CBU,2018-03-06,55.94
2568482,CBU,2018-03-07,56.15
2568483,CBU,2018-03-08,55.55
2568484,CBU,2018-03-09,56.52
2568485,CBU,2018-03-12,56.71
2568486,CBU,2018-03-13,57.0
2568487,CBU,2018-03-14,55.88
2568488,CBU,2018-03-15,56.41
2568489,CBU,2018-03-16,56.55
2568490,CBU,2018-03-19,56.36
2568491,CBU,2018-03-20,55.92
2568492,CBU,2018-03-21,55.95
2568493,CBU,2018-03-22,54.34
2568494,CBU,2018-03-23,52.44
2568495,CBU,2018-03-26,53.87
2568496,CBU,2018-03-27,52.72
2574248,CBZ,2018-03-02,18.15
2574249,CBZ,2018-03-05,18.3
2574250,CBZ,2018-03-06,18.7
2574251,CBZ,2018-03-07,19.0
2574252,CBZ,2018-03-08,18.95
2574253,CBZ,2018-03-09,19.4
2574254,CBZ,2018-03-12,19.25
2574255,CBZ,2018-03-13,19.0
2574256,CBZ,2018-03-14,18.9
2574257,CBZ,2018-03-15,19.05
2574258,CBZ,2018-03-16,19.1
2574259,CBZ,2018-03-19,19.05
2574260,CBZ,2018-03-20,19.0
2574261,CBZ,2018-03-21,18.9
2574262,CBZ,2018-03-22,18.55
2574263,CBZ,2018-03-23,18.05
2574264,CBZ,2018-03-26,18.5
2574265,CBZ,2018-03-27,18.15
2579569,CCBG,2018-03-02,24.55
2579570,CCBG,2018-03-05,24.8
2579571,CCBG,2018-03-06,25.02
2579572,CCBG,2018-03-07,25.19
2579573,CCBG,2018-03-08,24.84
2579574,CCBG,2018-03-09,25.49
2579575,CCBG,2018-03-12,25.9
2579576,CCBG,2018-03-13,25.97
2579577,CCBG,2018-03-14,25.49
2579578,CCBG,2018-03-15,25.99
2579579,CCBG,2018-03-16,26.45
2579580,CCBG,2018-03-19,26.5
2579581,CCBG,2018-03-20,26.01
2579582,CCBG,2018-03-21,25.89
2579583,CCBG,2018-03-22,25.1
2579584,CCBG,2018-03-23,24.42
2579585,CCBG,2018-03-26,24.99
2579586,CCBG,2018-03-27,25.02
2587336,CCC,2018-03-02,21.4
2587337,CCC,2018-03-05,21.1
2587338,CCC,2018-03-06,21.5
2587339,CCC,2018-03-07,21.55
2587340,CCC,2018-03-08,21.5
2595221,CCE,2018-03-02,38.38
2595222,CCE,2018-03-05,39.4
2595223,CCE,2018-03-06,40.05
2595224,CCE,2018-03-07,40.34
2595225,CCE,2018-03-08,41.07
2595226,CCE,2018-03-09,40.9
2595227,CCE,2018-03-12,41.78
2595228,CCE,2018-03-13,42.05
2595229,CCE,2018-03-14,41.21
2595230,CCE,2018-03-15,40.78
2595231,CCE,2018-03-16,40.76
2595232,CCE,2018-03-19,40.39
2595233,CCE,2018-03-20,40.78
2595234,CCE,2018-03-21,40.92
2595235,CCE,2018-03-22,40.37
2595236,CCE,2018-03-23,40.14
2595237,CCE,2018-03-26,40.48
2595238,CCE,2018-03-27,40.55
2600864,CCF,2018-03-02,108.6
2600865,CCF,2018-03-05,107.75
2600866,CCF,2018-03-06,111.05
2600867,CCF,2018-03-07,111.35
2600868,CCF,2018-03-08,111.0
2600869,CCF,2018-03-09,115.0
2600870,CCF,2018-03-12,116.0
2600871,CCF,2018-03-13,115.9
2600872,CCF,2018-03-14,115.05
2600873,CCF,2018-03-15,114.0
2600874,CCF,2018-03-16,115.45
2600875,CCF,2018-03-19,113.35
2600876,CCF,2018-03-20,114.15
2600877,CCF,2018-03-21,116.0
2600878,CCF,2018-03-22,114.05
2600879,CCF,2018-03-23,115.15
2600880,CCF,2018-03-26,115.05
2600881,CCF,2018-03-27,112.55
2607151,CCI,2018-03-02,104.56
2607152,CCI,2018-03-05,107.72
2607153,CCI,2018-03-06,107.73
2607154,CCI,2018-03-07,107.6
2607155,CCI,2018-03-08,110.24
2607156,CCI,2018-03-09,110.99
2607157,CCI,2018-03-12,111.39
2607158,CCI,2018-03-13,111.66
2607159,CCI,2018-03-14,112.08
2607160,CCI,2018-03-15,109.61
2607161,CCI,2018-03-16,109.08
2607162,CCI,2018-03-19,108.19
2607163,CCI,2018-03-20,108.87
2607164,CCI,2018-03-21,107.59
2607165,CCI,2018-03-22,108.95
2607166,CCI,2018-03-23,109.66
2607167,CCI,2018-03-26,111.33
2607168,CCI,2018-03-27,110.67
2615537,CCK,2018-03-02,49.63
2615538,CCK,2018-03-05,49.5
2615539,CCK,2018-03-06,50.27
2615540,CCK,2018-03-07,50.24
2615541,CCK,2018-03-08,50.0
2615542,CCK,2018-03-09,51.29
2615543,CCK,2018-03-12,51.24
2615544,CCK,2018-03-13,51.34
2615545,CCK,2018-03-14,51.02
2615546,CCK,2018-03-15,51.21
2615547,CCK,2018-03-16,51.31
2615548,CCK,2018-03-19,50.8
2615549,CCK,2018-03-20,49.95
2615550,CCK,2018-03-21,49.66
2615551,CCK,2018-03-22,48.52
2615552,CCK,2018-03-23,48.3
2615553,CCK,2018-03-26,50.18
2615554,CCK,2018-03-27,50.12
2622901,CCL,2018-03-02,64.97
2622902,CCL,2018-03-05,65.19
2622903,CCL,2018-03-06,66.15
2622904,CCL,2018-03-07,66.01
2622905,CCL,2018-03-08,66.73
2622906,CCL,2018-03-09,67.47
2622907,CCL,2018-03-12,67.36
2622908,CCL,2018-03-13,67.57
2622909,CCL,2018-03-14,66.96
2622910,CCL,2018-03-15,66.73
2622911,CCL,2018-03-16,66.91
2622912,CCL,2018-03-19,67.63
2622913,CCL,2018-03-20,67.85
2622914,CCL,2018-03-21,67.06
2622915,CCL,2018-03-22,66.2
2622916,CCL,2018-03-23,64.41
2622917,CCL,2018-03-26,65.8
2622918,CCL,2018-03-27,65.73
2627422,CCMP,2018-03-02,102.72
2627423,CCMP,2018-03-05,103.33
2627424,CCMP,2018-03-06,106.61
2627425,CCMP,2018-03-07,109.89
2627426,CCMP,2018-03-08,110.53
2627427,CCMP,2018-03-09,114.22
2627428,CCMP,2018-03-12,112.45
2627429,CCMP,2018-03-13,112.13
2627430,CCMP,2018-03-14,113.65
2627431,CCMP,2018-03-15,113.01
2627432,CCMP,2018-03-16,113.22
2627433,CCMP,2018-03-19,113.03
2627434,CCMP,2018-03-20,114.33
2627435,CCMP,2018-03-21,115.6
2627436,CCMP,2018-03-22,111.49
2627437,CCMP,2018-03-23,108.05
2627438,CCMP,2018-03-26,112.42
2627439,CCMP,2018-03-27,106.1
2632915,CCNE,2018-03-02,27.91
2632916,CCNE,2018-03-05,28.45
2632917,CCNE,2018-03-06,28.48
2632918,CCNE,2018-03-07,29.05
2632919,CCNE,2018-03-08,28.65
2632920,CCNE,2018-03-09,29.48
2632921,CCNE,2018-03-12,29.77
2632922,CCNE,2018-03-13,29.57
2632923,CCNE,2018-03-14,29.73
2632924,CCNE,2018-03-15,30.49
2632925,CCNE,2018-03-16,31.0
2632926,CCNE,2018-03-19,30.73
2632927,CCNE,2018-03-20,30.33
2632928,CCNE,2018-03-21,30.41
2632929,CCNE,2018-03-22,29.47
2632930,CCNE,2018-03-23,28.37
2632931,CCNE,2018-03-26,29.09
2632932,CCNE,2018-03-27,28.59
2636026,CCO,2018-03-02,5.0
2636027,CCO,2018-03-05,5.05
2636028,CCO,2018-03-06,4.95
2636029,CCO,2018-03-07,4.95
2636030,CCO,2018-03-08,4.9
2636031,CCO,2018-03-09,5.05
2636032,CCO,2018-03-12,5.0
2636033,CCO,2018-03-13,5.0
2636034,CCO,2018-03-14,4.9
2636035,CCO,2018-03-15,4.9
2636036,CCO,2018-03-16,4.9
2636037,CCO,2018-03-19,4.9
2636038,CCO,2018-03-20,4.85
2636039,CCO,2018-03-21,4.9
2636040,CCO,2018-03-22,4.9
2636041,CCO,2018-03-23,4.7
2636042,CCO,2018-03-26,5.0
2636043,CCO,2018-03-27,4.95
2640089,CCOI,2018-03-02,43.0
2640090,CCOI,2018-03-05,43.5
2640091,CCOI,2018-03-06,43.15
2640092,CCOI,2018-03-07,43.95
2640093,CCOI,2018-03-08,43.5
2640094,CCOI,2018-03-09,45.05
2640095,CCOI,2018-03-12,45.75
2640096,CCOI,2018-03-13,43.75
2640097,CCOI,2018-03-14,43.7
2640098,CCOI,2018-03-15,43.5
2640099,CCOI,2018-03-16,43.8
2640100,CCOI,2018-03-19,42.8
2640101,CCOI,2018-03-20,43.15
2640102,CCOI,2018-03-21,43.3
2640103,CCOI,2018-03-22,42.6
2640104,CCOI,2018-03-23,41.65
2640105,CCOI,2018-03-26,42.45
2640106,CCOI,2018-03-27,42.25
2644221,CCRN,2018-03-02,10.91
2644222,CCRN,2018-03-05,11.4
2644223,CCRN,2018-03-06,11.66
2644224,CCRN,2018-03-07,11.78
2644225,CCRN,2018-03-08,11.57
